24 HOUR VOLUME COUNT LOCATIONS,NB TOTAL,SB TOTAL,EB TOTAL, WB TOTOAL,TOTAL VOLUME,DATE
"Rowood Rd, 4500 blk - North of Fairwood Rd",67,60,,,127,10/06/2008 12:00:00 AM
"Royal Crest Dr, 1700 blk - North of Woodland Ave",1354,1283,,,2637,10/14/2003 12:00:00 AM
"Royal Hill Dr, 1700 blk - West of Little Valley Cv",,,1281,864,2145,11/05/2008 12:00:00 AM
"Rufus Drive, 7000 blk - South of West Lisa Drive",190,177,,,367,09/19/2012 12:00:00 AM
"Rundberg Ln East, 1100 blk - West of Teasdale Terrace",11378,9811,,,21189,07/05/2006 12:00:00 AM
"Rundberg Ln East, 900 blk - West of North Plaza",,,13708,12552,26260,02/03/2004 12:00:00 AM
"Rundberg Ln West, 100 blk - West of Georgian Dr",,,15963,16718,32681,04/16/2003 12:00:00 AM
"Rundberg Ln West, 900 blk - East of Quail Field Dr",,,7012,7098,14110,07/27/2004 12:00:00 AM
"Rundberg Ln West, 900 blk - East of Quail Field Dr",,,8529,8691,17220,03/19/2001 12:00:00 AM
"Rundell Place, 2000 blk - East of Ann Arbor Ave",,,465,511,976,10/28/2013 12:00:00 AM
"Rundell Place, 2000 blk - West of Bluebonnet Ln",,,756,554,1310,04/10/2002 12:00:00 AM
"Running Water Dr, 7400 blk - At Tara Dr",1035,1017,,,2052,10/28/2014 12:00:00 AM
"Running Water Dr, 7500 blk - North of Tara Dr",771,686,,,1457,12/02/2003 12:00:00 AM
"Running Water Dr, 7600 blk - South of Tara Dr",763,796,,,1559,12/02/2003 12:00:00 AM
"Russet Hill Dr, 4800 blk - North of M.L.K. Blvd",188,174,,,362,06/17/2004 12:00:00 AM
"Rustic Rock Dr, 11400 blk - North of Spicewood Springs Rd",589,608,,,1197,01/06/2003 12:00:00 AM
"Rustic Rock Dr, 11500 blk - West of Four Iron Dr",,,360,318,678,01/06/2003 12:00:00 AM
"Rutgers Ave, 7700 blk - South of Barbara St",292,352,,,644,11/13/2007 12:00:00 AM
"Rutherford Ln, 1100 blk - West of Connor Ln",,,4698,2972,7670,10/21/2013 12:00:00 AM
"Rutherford Ln, 1200 blk - West of Brettonwoods Ln",,,5427,3070,8497,10/11/2006 12:00:00 AM
"Rutherford Ln, 1200 blk - West of Brettonwoods Ln",,,6145,2797,8942,10/15/2004 12:00:00 AM
"Rutland Dr, 2400 blk -  West of McKalla Dr",,,8677,8853,17530,02/13/2007 12:00:00 AM
"Rutland Dr, 900 blk - East of Park Village Dr",,,7155,6672,13827,02/25/2010 12:00:00 AM
"Rutland Dr, 900 blk - East of Park Village Dr",,,7190,6568,13758,02/18/2009 12:00:00 AM
"Ryan Dr, 6900 blk - South of St. John's Circle",162,146,,,308,08/23/2007 12:00:00 AM
"Sahara Avenue, 900 blk - West of Cougar Dr ",,,464,384,848,11/14/2011 12:00:00 AM
"Salado St, 2600 blk - North of W. 26th St",n/a,1962,,,1962,05/09/2007 12:00:00 AM
"Salado St, 2800 blk - South of W. 28th 1/2 St                  1-way SB",n/a,1341,,,1341,10/15/2003 12:00:00 AM
"Salt Springs Dr, 7300 blk - North of Colton Bluff Springs Rd",2916,3201,,,6117,08/24/2004 12:00:00 AM
"Salt Springs Dr, 7500 blk - South of Colton Bluff Spring Rd",2042,2581,,,4623,08/24/2004 12:00:00 AM
"Salt Springs Dr, 7500 blk - South of Colton Bluff Spring Rd",1518,1781,,,3299,05/06/2002 12:00:00 AM
"Samsung Blvd, 10000 blk - West of Long Day Dr",,,1043,1302,2345,03/04/2008 12:00:00 AM
"Samsung Blvd, 11100 blk - East of Long Day Dr",,,194,235,429,06/13/2005 12:00:00 AM
"Samsung Blvd, 11400 blk - East of Long Day Dr",,,680,900,1580,03/04/2008 12:00:00 AM
"Samsung Blvd, 11400 blk - West of Long Day Dr",,,1515,2071,3586,02/12/2014 12:00:00 AM
"Samsung Blvd, 11400 blk - West of Long Voyage Dr",,,287,344,631,06/13/2005 12:00:00 AM
"Samsung Blvd, 11500 blk - North of Long Voyage Dr",1446,2032,,,3478,11/08/2010 12:00:00 AM
"Samsung Blvd, 11500 blk - South of E Braker Ln",886,1174,,,2060,03/04/2008 12:00:00 AM
"Samsung Blvd, 11700 blk - South of Parmer Lane (So.of DriveWay)",281,340,,,621,06/13/2005 12:00:00 AM
"Samsung Blvd, 11900 blk - South of Parmer Lane",449,527,,,976,06/13/2005 12:00:00 AM
"San Antonio St, 1200 blk - South of W. 13th St",1370,981,,,2351,09/28/2004 12:00:00 AM
"San Antonio St, 1300 blk - North of West 13th St",1176,1347,,,2523,11/07/2013 12:00:00 AM
"San Antonio St, 1900 blk - North of W. MLK Blvd",2868,n/a,,,2868,02/05/2008 12:00:00 AM
"San Antonio St, 200 blk - North of W. 2nd St",2282,3369,,,5651,01/21/2010 12:00:00 AM
"San Antonio St, 200 blk - South of W. 3rd St",1540,N/A,,,1540,09/28/2006 12:00:00 AM
"San Antonio St, 300 blk - North of W. 3rd St",1209,2093,,,3302,09/11/2006 12:00:00 AM
"San Gabriel St, 2500 blk - South of W. 26th St",1053,1159,,,2212,09/20/2004 12:00:00 AM
"San Gabriel St, 2800 blk - South of W 28 1/2 St",1043,296,,,1339,05/09/2007 12:00:00 AM
"San Gabriel St, 2800 blk - South of W. 29th St",747,288,,,1035,10/15/2003 12:00:00 AM
"San Jacinto Blvd, 1000 blk - North of E.  9th St                1-way SB",n/a,5559,,,5559,05/06/2003 12:00:00 AM
"San Jacinto Blvd, 1300 blk - South of E. 14th St               1-way SB",n/a,7745,,,7745,02/28/2005 12:00:00 AM
"San Jacinto Blvd, 1500 blk - North of East 15th St",,4715,,,4715,01/29/2014 12:00:00 AM
"San Jacinto Blvd, 1600 blk - North of East 16th St",,5110,,,5110,01/29/2014 12:00:00 AM
"San Jacinto Blvd, 1700 blk - North of East 17th St",,5947,,,5947,01/29/2014 12:00:00 AM
"San Jacinto Blvd, 1800 blk - North of East 18th St",,4172,,,4172,01/29/2014 12:00:00 AM
"San Jacinto St, 1300 blk - North of East 13th St",,5442,,,5442,04/07/2011 12:00:00 AM
"San Marcos St, 700 blk - North of East 7th St",339,257,,,596,09/27/2005 12:00:00 AM
"San Marcos St, 900 blk - North of East 9th St",280,248,,,528,09/27/2005 12:00:00 AM
"San Souci Place, 10600 blk - South of Sierra Tahoe",581,531,,,1112,04/01/2014 12:00:00 AM
"Sandfor Dr, 9300 blk - South of Firecrest",134,80,,,214,11/29/2007 12:00:00 AM
"Sandfor Dr, 9400 blk - South of Crownspoint",375,440,,,815,11/29/2007 12:00:00 AM
"Sandshof Dr, 6500 blk - North of Moonglow Dr",625,662,,,1287,10/01/2013 12:00:00 AM
"Sandshof Dr, 6500 blk - North of Moonglow Dr",625,662,,,1287,10/01/2013 12:00:00 AM
"Santa Monica Dr, 3300 blk - South of Matador Dr",109,154,,,263,11/05/2008 12:00:00 AM
"Sara Dr, 4900 blk - North of Spur St",1027,1003,,,2030,09/23/2013 12:00:00 AM
"Sara Dr, 4900 blk - North of Spur St",1027,1003,,,2030,09/23/2013 12:00:00 AM
"Scenic Brook Dr, 7100 blk - West of Oak Forest Ln",,,1089,1070,2159,02/29/2012 12:00:00 AM
"Scenic Dr, 1700 blk - North of Bridle Path",524,468,,,992,02/03/2003 12:00:00 AM
"Scenic Dr, 2200 blk - North of Stevenson Ave",116,104,,,220,02/03/2003 12:00:00 AM
"Scenic Dr, 2600 blk - South of River Rd",269,148,,,417,06/25/2003 12:00:00 AM
"Scenic Dr, 2700 blk - North of River Rd",249,269,,,518,06/25/2003 12:00:00 AM
"Scenic Dr, 2800 blk - South of Taylors Dr",310,268,,,578,02/03/2003 12:00:00 AM
"Scheider Dr, 1400 blk - East of Dessau Rd",,,480,331,811,12/09/2003 12:00:00 AM
"Schieffer Ave, 1700 blk - West of Crescent Dr",,,105,242,347,02/17/2010 12:00:00 AM
"Schieffer Ave, 1900 blk - West of Airport Blvd",,,187,220,407,03/30/2004 12:00:00 AM
"Schirra Place, 200 blk - West of Slayton Dr",,,61,64,125,06/23/2005 12:00:00 AM
"Scofield Farms Dr, 12500 blk - South of Dappelgrey Ln",1413,1166,,,2579,05/09/2005 12:00:00 AM
"Scofield Farms Dr, 12500 blk - South of Dappelgrey Ln",1406,1212,,,2618,05/05/2004 12:00:00 AM
"Scofield Farms Dr, 12600 blk - North of Dappelgrey Ln",761,561,,,1322,05/09/2005 12:00:00 AM
"Scofield Farms Dr, 12600 blk - North of Dappelgrey Ln",746,587,,,1333,05/05/2004 12:00:00 AM
"Scofield Farms Dr, 12800 blk - North of Visalia Ln",687,508,,,1195,05/09/2005 12:00:00 AM
"Scofield Ln, 1800 blk - East of Rampart St",,,1679,1109,2788,01/14/2008 12:00:00 AM
"Scofield Ln, 2000 blk - East of Powderhorn St",,,714,690,1404,09/17/2007 12:00:00 AM
"Scofield Ln, 2000 blk - East of Turkey Run",,,650,672,1322,01/16/2008 12:00:00 AM
"Scofield Ridge Pkwy, 2100 blk - East of Lamplight Village Ave",,,3731,3685,7416,03/27/2007 12:00:00 AM
"Scofield Ridge Pkwy, 2200 blk - West of Lamplight Village Ave",,,3521,3537,7058,02/14/2008 12:00:00 AM
"Scofield Ridge Pkwy, 2200 blk - West of Lamplight Village Ave",,,3121,3108,6229,03/27/2007 12:00:00 AM
"Scotland Well Dr, 10500 blk - South of Caira Cove",4077,3500,,,7577,05/07/2002 12:00:00 AM
"Scotland Well Dr, 10900 blk - North of Tweed Berwick Dr",1577,1522,,,3099,05/07/2002 12:00:00 AM
"Scotland Well Dr, 11100 blk - South of Topridge Dr",1359,1137,,,2496,05/20/2003 12:00:00 AM
"Scotsman Dr, 9100 blk - East of Scotland Well Dr",,,377,416,793,12/16/2002 12:00:00 AM
"Scottish Pastures Dr, 8900 blk - South of Scottish Pastures Cove",96,57,,,153,01/09/2003 12:00:00 AM
"Scottsdale Rd, 4300 blk - South of M.L.K. Blvd",314,270,,,584,04/28/2004 12:00:00 AM
"Scottsdale Rd, 4400 blk - South of Hillspring Circle",241,264,,,505,02/24/2014 12:00:00 AM
"Scout Island Circle North, 5700 blk - North of Scout Bluff",157,46,,,203,11/01/2001 12:00:00 AM
"Scout Island Circle North, 5750 - North of Eagle Cliff",422,217,,,639,11/01/2001 12:00:00 AM
"Scribe Dr, 12200 blk - South of Peddle Path",297,240,,,537,02/28/2012 12:00:00 AM
"Scribe Drive, 12000 blk - East of Grimsley Drive",,,412,375,787,09/11/2012 12:00:00 AM
"Seminary Ridge Dr, 7900 blk - South of Brisbane Rd",1517,1247,,,2764,05/20/2002 12:00:00 AM
"Seminary Ridge Dr, 8100 blk - North of Gettsburg Dr",1327,1200,,,2527,09/09/2002 12:00:00 AM
"Seminary Ridge Dr, 8100 blk - North of Shiloh Dr",1270,1075,,,2345,09/09/2002 12:00:00 AM
"Seminary Ridge Dr, 8400 blk - North of Cameron Loop",961,813,,,1774,09/09/2002 12:00:00 AM
"Sendera Mesa Dr, 9000 blk - North of Raimes Run ",252,251,,,503,06/03/2004 12:00:00 AM
"Sendera Mesa Dr, 9100 blk -South of Raimes Run",671,746,,,1417,06/03/2004 12:00:00 AM
"Sendero Hills Pkwy, 5300 blk - Nortth of Agatha Circle",1230,1031,,,2261,05/03/2011 12:00:00 AM
"Sendero Hills Pkwy, 5300 blk - Nortth of Agatha Circle",1227,1088,,,2315,02/13/2012 12:00:00 AM
"Sendero Hills Pkwy, 5400 blk - North of Ava Ln",1187,982,,,2169,05/03/2011 12:00:00 AM
"Sendero Hills Pkwy, 5600 blk - Noth of Toscana Dr",978,734,,,1712,05/03/2011 12:00:00 AM
"Senderr Hills Pkwy, 6000 blk - North of Signal Point ",1051,908,,,1959,05/03/2011 12:00:00 AM
"Senderr Hills Pkwy, 6200 blk - North of Cordova Dr",1292,1162,,,2454,05/04/2011 12:00:00 AM
"Seton Ave, 2500 blk - At W. 25th St",867,545,,,1412,02/09/2006 12:00:00 AM
"Shag Bark Trail, 1600 blk - East of Running Bird Trail",1015,1092,,,2107,07/19/2005 12:00:00 AM
"Shag Bark Trail, 1700 blk - East of Shadyview Dr",983,1059,,,2042,07/19/2005 12:00:00 AM
"Shallot Way, 8400 blk - South of Chick Pea",283,304,,,587,02/26/2013 12:00:00 AM
"Shelby Ln, 800 blk - West of Weidemar Ln",,,947,1652,2599,04/24/2013 12:00:00 AM
"Sheraton Ave, 300 blk - East of Greenridge",,,1170,841,2011,09/18/2013 12:00:00 AM
"Sheraton Ave, 300 blk - East of Greenridge Pkwy",,,1170,841,2011,09/18/2013 12:00:00 AM
"Sheraton Ave, 300 blk - West of Greenridge Pkwy",,,1177,831,2008,04/22/2013 12:00:00 AM
"Shiloh Dr, 2000 blk - West of Manchaca Rd",,,832,818,1650,09/09/2002 12:00:00 AM
"Shiloh Dr, 2100 blk - West of Manassas Dr",,,419,501,920,09/09/2002 12:00:00 AM
"Shiloh Dr, 2600 blk - East of Seminary Ridge",,,376,467,843,09/09/2002 12:00:00 AM
"Shoal Creek Blvd, 3900 blk - South of W 39 1/2 St",2104,2776,,,4880,05/10/2007 12:00:00 AM
"Shoal Creek Blvd, 4600 blk - North of W. 46th St",1906,2037,,,3943,01/28/2008 12:00:00 AM
"Shoal Creek Blvd, 4600 blk - North of W. 46th St",2314,2385,,,4699,03/06/2002 12:00:00 AM
"Shoal Creek Blvd, 4900 blk - North of W. 49th St",1830,1726,,,3556,01/28/2008 12:00:00 AM
"Shoal Creek Blvd, 4900 blk - North of W. 49th St",1773,2246,,,4019,02/16/2005 12:00:00 AM
"Shoal Creek Blvd, 5500 blk - South of Shoal Edge",2644,3023,,,5667,09/11/2012 12:00:00 AM
"Shoal Creek Blvd, 5600 blk - South of Allendale",2674,2858,,,5532,09/18/2012 12:00:00 AM
"Shoal Creek Blvd, 6400 blk - South of Hunt Trail",2357,2014,,,4371,02/16/2005 12:00:00 AM
"Shoal Creek Blvd, 7400 blk - South of Silverleaf Dr",2749,3035,,,5784,02/16/2005 12:00:00 AM
"Shoal Creek Blvd, 8300 blk - North of BMC north driveway",3039,2587,,,5626,05/24/2010 12:00:00 AM
"Shoal Creek Blvd, 8300 blk - North of BMC north driveway",3535,2754,,,6289,04/10/2007 12:00:00 AM
"Shoal Creek Blvd, 8800 blk - South of Moss Rock Dr",2637,1731,,,4368,05/24/2010 12:00:00 AM
"Shoal Creek Blvd, 8800 blk - South of Moss Rock Dr",2921,1828,,,4749,04/10/2007 12:00:00 AM
"Shoalmont Ave, 2200 blk - East of Shoalwood Ave",,,261,258,519,04/17/2013 12:00:00 AM
"Shoalmont Dr, 2400 blk - West of Woodview Ave",,,392,160,552,08/14/2008 12:00:00 AM
"Shoalmont Drive, 2200 blk - East of Shoalwood Avenue",,,249,236,485,09/11/2012 12:00:00 AM
"Shoalwood Ave, 4300 blk - North of West 43rd St",88,104,,,192,05/29/2008 12:00:00 AM
"Shoalwood Ave, 4500 blk - North of West 45th St",205,68,,,273,05/29/2014 12:00:00 AM
"Shoalwood Ave, 4600 blk - South of West 47th St",99,96,,,195,01/28/2008 12:00:00 AM
"Shoalwood Ave, 5800 blk - South of Koenig Lane",163,191,,,354,09/18/2012 12:00:00 AM
"Shoalwood Ave, 6000 blk - South of White Rock Dr",84,95,,,179,10/26/2004 12:00:00 AM
"Sierra Nevada, 10800 blk - West of Sierra Verde",,,232,243,475,10/18/2012 12:00:00 AM
"Silk Oak, 3300 blk - West of Tea Rose Trl",,,974,990,1964,11/29/2007 12:00:00 AM
"Silkgrass Bend, 3300 blk - East of Kangaroo Ln",,,53,51,104,01/23/2008 12:00:00 AM
"Silver Spur, 12500 blk - North of Parmer Ln",153,107,,,260,01/16/2008 12:00:00 AM
"Silvermine Dr, 6700 blk - North of Raccoon Run",1169,1121,,,2290,03/26/2002 12:00:00 AM
"Silvermine Dr, 6900 blk - North of Mescalero Dr",905,931,,,1836,03/26/2002 12:00:00 AM
"Silvermine Dr, 7200 blk - North of Red Willow Dr",738,665,,,1403,03/26/2002 12:00:00 AM
"Sinclair Ave, 4600 blk - North of West 46th St",107,94,,,201,01/28/2008 12:00:00 AM
"Singletree Ave, 2200 blk - East of Copper Cliff Ave",,,375,521,896,01/16/2008 12:00:00 AM
"Skyview Rd East, 200 blk - East of Avenue F",,,144,119,263,03/11/2010 12:00:00 AM
"Skyview Rd East, 200 blk - West of Avenue G",,,153,122,275,09/12/2007 12:00:00 AM
"Skyview Rd West, 100 blk - East of Chesterfield Ave",,,149,62,211,03/10/2010 12:00:00 AM
"Slaughter Ln East, 200 blk - East of IH35 ESR",,,3510,3980,7490,12/18/2002 12:00:00 AM
"Slaughter Ln East, 700 blk - at Brandt Ramp",6997,5397,,,12394,11/17/2010 12:00:00 AM
"Slaughter Ln East, 700 blk - West of Brandt Rd",,,3838,4010,7848,03/31/2005 12:00:00 AM
"Slaughter Ln East, 700 blk - West of Brandt Rd",,,3255,3710,6965,12/18/2002 12:00:00 AM
"Slaughter Ln West, 3000 blk - East of Westgate Blvd",,,13317,14364,27681,12/02/2003 12:00:00 AM
"Slaughter Ln West, 5000 blk - West of Sendera Mesa Dr",,,13871,14482,28353,07/31/2007 12:00:00 AM
"Slaughter Ln West, 5600 blk - West of Beckett",,,11040,10754,21794,10/11/2007 12:00:00 AM
"Slaughter Ln West, 5800 blk - West of Beckett",,,10589,11078,21667,09/28/2009 12:00:00 AM
"Slaughter Ln West, 6100 blk - East of Vinemont Dr",,,6149,7066,13215,09/28/2009 12:00:00 AM
"Slaughter Ln West, 6100 blk - East of Vinemont Dr",,,6302,6222,12524,10/11/2007 12:00:00 AM
"Slaughter Ln West, 6700 blk - West of Bungalow",,,5481,5672,11153,09/28/2009 12:00:00 AM
"Slaughter Ln West, 6700 blk - West of Bungalow",,,5265,5588,10853,10/18/2007 12:00:00 AM
"Slaughter Ln West, 7000 blk - West of Barstow Ave",,,5281,5375,10656,09/28/2009 12:00:00 AM
"Slaughter Ln West, 7000 blk - West of Barstow Ave",,,5091,5070,10161,10/11/2007 12:00:00 AM
"Slaughter Ln West, 7400 blk - East of FM 1826",,,5094,4963,10057,09/28/2009 12:00:00 AM
"Slaughter Ln West, 7400 blk - East of FM 1826",,,5163,5212,10375,10/11/2007 12:00:00 AM
"Slaughter Ln West, 900 blk - West of Palace Pkwy",,,19636,20598,40234,04/13/2005 12:00:00 AM
"Slaughter Ln. East, 100 blk - East of IH35 NB East service road",,,9024,9620,18644,09/05/2013 12:00:00 AM
"Slaughter Ln. East, 9300 blk - North of Brandt Ramp",9347,8405,,,17752,09/11/2013 12:00:00 AM
"Slaughter Ln. West, 5800 blk - West of Beckett Rd",,,11613,11678,23291,07/24/2014 12:00:00 AM
"Slayton Dr, 8800 blk - North of Schirra Place",92,120,,,212,06/28/2005 12:00:00 AM
"Slayton Dr, 9200 blk - North of Cooper Dr",984,789,,,1773,10/17/2005 12:00:00 AM
"Small Dr, 4400 blk - East of Mt. Bonnell Rd",,,728,,728,02/23/2012 12:00:00 AM
"South 1st St, 9600 blk - South of Taft Ln",7061,5938,,,12999,03/26/2013 12:00:00 AM
"South Meadows Dr, 1000 blk - West of Newmont Rd",,,569,482,1051,12/06/2007 12:00:00 AM
"South Meadows Dr, 1200 blk - West of Plains Trl",,,877,818,1695,12/06/2007 12:00:00 AM
"South Park Meadows, 9300 blk - South of Berkeley Ln",1150,639,,,1789,10/04/2012 12:00:00 AM
"Southbrook Dr, 7100 blk - East of Timberwood St",,,556,506,1062,06/03/2013 12:00:00 AM
"Southbrook Dr, 7200 blk - West of Timberwood St",,,535,479,1014,09/23/2013 12:00:00 AM
"Southridge Dr, 3700 blk - North of Southport Dr (South)",2324,2481,,,4805,08/28/2007 12:00:00 AM
"Southwest Pkwy, 3900 blk - West of Mopac Blvd  (Loop 1)",,,12120,13713,25833,09/10/2001 12:00:00 AM
"Southwest Pkwy, 4500 blk - West of Republic of Texas Blvd",,,8647,10595,19242,09/10/2001 12:00:00 AM
"Southwest Pkwy, 4700 blk - At Boston Ln",,,14424,13753,28177,05/12/2008 12:00:00 AM
"Southwest Pkwy, 5300 blk - West of Mission Oaks Blvd",,,8944,10375,19319,09/10/2001 12:00:00 AM
"Southwest Pkwy, 5700 blk - East of Foster Ranch Rd",,,9747,10680,20427,05/10/2004 12:00:00 AM
"Southwest Pkwy, 6000 blk - East of Foster Ranch Rd",,,10338,11845,22183,03/27/2007 12:00:00 AM
"Southwest Pkwy, 6000 blk - East of Foster Ranch Rd",,,9327,10214,19541,04/21/2003 12:00:00 AM
"Southwest Pkwy, 7000 blk - East of W. Wm Cannon Dr",,,8101,8671,16772,05/10/2004 12:00:00 AM
"Southwest Pkwy, 7300 blk - West of W. Wm. Cannon Dr",,,7764,8491,16255,12/06/2001 12:00:00 AM
"Southwest Pkwy, 8000 blk - East of Belgrade Dr",,,8770,8862,17632,05/10/2004 12:00:00 AM
"Speedway, 3300 blk - South of W. 34th St",2708,2840,,,5548,03/03/2009 12:00:00 AM
"Speedway, 3300 blk - South of W. 34th St",2402,2572,,,4974,10/02/2008 12:00:00 AM
"Speedway, 3300 blk - South of W. 34th St",2767,3078,,,5845,05/08/2007 12:00:00 AM
"Speedway, 3300 blk - South of W. 34th St",2603,2895,,,5498,10/20/2003 12:00:00 AM
"Speedway, 3300 blk - South of W. 34th St",3072,3370,,,6442,03/06/2002 12:00:00 AM
"Spicewood Pkwy, 10600 blk - East of Tallyran Dr",,,1602,1601,3203,02/06/2001 12:00:00 AM
"Spicewood Pkwy, 11400 blk - South of Balcones Way",1996,1439,,,3435,10/07/2013 12:00:00 AM
"Spicewood Pkwy, 11400 blk - South of Balcones Way",1996,1439,,,3435,10/07/2013 12:00:00 AM
"Spicewood Pkwy, 11400 blk - South of Cedar Crest Dr",1583,1333,,,2916,07/12/2011 12:00:00 AM
"Spicewood Pkwy, 11500 blk - East of Tin Cup",,,2610,3421,6031,04/23/2014 12:00:00 AM
"Spicewood Pkwy, 11500 blk - South of Pickfair Dr",3548,2978,,,6526,05/11/2005 12:00:00 AM
"Spicewood Pkwy, 11500 blk - South of Pickfair Dr",4432,3774,,,8206,03/10/2004 12:00:00 AM
"Spicewood Pkwy, 11500 blk - West of Cedar Crest Dr",,,2071,2762,4833,07/13/2011 12:00:00 AM
"Spicewood Pkwy, 11543 - South of Pickfair Dr",3461,2877,,,6338,04/26/2005 12:00:00 AM
"Spicewood Pkwy, 11549 - North of Pickfair Dr",3810,3184,,,6994,04/26/2005 12:00:00 AM
"Spicewood Pkwy, 11600 blk - South of Anderson Mill Rd",1756,1602,,,3358,05/17/2005 12:00:00 AM
"Spicewood Pkwy, 11600 blk - South of Anderson Mill Rd",2368,1938,,,4306,03/09/2004 12:00:00 AM
"Spicewood Pkwy, 11600 blk - South of Anderson Mill Rd",2581,1967,,,4548,03/27/2002 12:00:00 AM
"Spicewood Springs Rd, 4000 blk - West of Greenslope Dr",,,10985,11222,22207,02/22/2005 12:00:00 AM
"Spicewood Springs Rd, 5500 blk - West of Capital of Tx Hwy",,,3408,3405,6813,02/14/2005 12:00:00 AM
"Spicewood Springs Rd, 8000 blk - South of Old Lampassas Trl",1814,1709,,,3523,02/14/2005 12:00:00 AM
"Spicewood Springs Rd, 8100 blk - West of Bintliff Dr           ",,,4871,5520,10391,08/27/2002 12:00:00 AM
"Spicewood Springs Rd, 8200 blk - East of Bintliff Dr",,,4924,5395,10319,01/13/2003 12:00:00 AM
"Spicewood Springs Rd, 8300 blk - East of Sweet Cherry Dr",,,5056,5486,10542,01/13/2003 12:00:00 AM
"Spicewood Springs Rd, 8300 blk - North of Texas Plume Rd",4349,4770,,,9119,01/25/2011 12:00:00 AM
"Spicewood Springs Rd, 8400 blk - West of Yaupon Dr",,,5277,6840,12117,01/13/2003 12:00:00 AM
"Spicewood Springs Rd, 8500 blk - East of Rustic Rock Dr",,,6582,6984,13566,01/13/2003 12:00:00 AM
"Spotted Horse, 11700 blk - North of Red Cloud Dr",150,157,,,307,10/07/2013 12:00:00 AM
"Spotted Horse, 11700 blk - North of Red Cloud Dr",150,157,,,307,10/07/2013 12:00:00 AM
"Spring Hollow Dr, 9100 blk - East of Spring Lake Dr",,,307,472,779,03/06/2007 12:00:00 AM
"Spring Hollow Dr, 9200 blk - West of Spring Lake Dr",,,228,301,529,03/07/2007 12:00:00 AM
"Spring Hollow Dr, 9300 blk - East of Tee Dr",,,126,219,345,12/18/2002 12:00:00 AM
"Spring Hollow Dr, 9400 blk - West of Spring Lake Dr",,,226,287,513,03/07/2007 12:00:00 AM
"Spring Hollow Dr, 9400 blk - West of Springwood Dr",,,390,404,794,12/19/2002 12:00:00 AM
"Spring Lake Dr, 8900 blk - West of Jolly Hollow",,,215,254,469,10/01/2012 12:00:00 AM
"Spring Lake Dr, 9000 blk - North of Jolly Hollow Dr",90,83,,,173,12/19/2002 12:00:00 AM
"Spring Lake Dr, 9000 blk - South of Spring Hollow Dr (South end)",218,204,,,422,03/05/2007 12:00:00 AM
"Spring Lake Dr, 9100 blk - South of Spring Hollow Dr (North end)",108,128,,,236,03/06/2007 12:00:00 AM
"Spring Lane, 2500 blk - South of Tower Dr",423,398,,,821,01/12/2010 12:00:00 AM
"Spring Lane, 2600 blk - South of McCullough St",252,214,,,466,10/11/2005 12:00:00 AM
"Spring Lane, 2700 blk - North of McCullough St",169,188,,,357,10/11/2005 12:00:00 AM
"Spring Meadow Dr, 5400 blk - West of Bergfield Dr",,,963,949,1912,07/07/2010 12:00:00 AM
"Springdale Rd, 1100 blk - South of E. 12th St",3510,3204,,,6714,03/22/2005 12:00:00 AM
"Springdale Rd, 1200 blk - North of E. 12th St",4313,4506,,,8819,03/22/2005 12:00:00 AM
"Springdale Rd, 7900 blk - North of Andtree Blvd",6670,5975,,,12645,11/06/2006 12:00:00 AM
"Springwood Dr, 9400 blk - North of Spring Hollow Dr",48,52,,,100,12/19/2002 12:00:00 AM
"Spruce Canyon Dr, 11000 blk - South of Via Grande Dr",1034,1004,,,2038,09/17/2013 12:00:00 AM
"Spruce Canyon Dr, 11200 blk - South of Veridian Ln",520,536,,,1056,03/10/2005 12:00:00 AM
"Spruce Canyon Dr, 11200 blk - South of Via Grande",858,1049,,,1907,05/12/2010 12:00:00 AM
"Spruce Canyon Dr, 11300 blk - North of Tanaqua",943,962,,,1905,05/12/2010 12:00:00 AM
"Spruce Canyon Dr, 11500 blk - South of Georgian Oaks Rd",1116,992,,,2108,03/10/2005 12:00:00 AM
"Sprucewood Dr, 6300 blk - South of Lemonwood Dr",533,526,,,1059,10/29/2008 12:00:00 AM
"Sprucewood Dr, 6400 blk - South of Blueridge Ct",1280,1106,,,2386,02/28/2012 12:00:00 AM
"Sprucewood Dr, 6400 blk - South of Blueridge Ct",1426,1243,,,2669,04/07/2005 12:00:00 AM
"St Johns Ave East, 1200 blk - East of Grand Canyon Dr",,,3517,3718,7235,12/04/2008 12:00:00 AM
"St Johns Ave East, 1200 blk - East of Grand Canyon Dr",,,5576,5328,10904,11/06/2002 12:00:00 AM
"St Johns Ave East, 1400 blk - East of Cameron Rd",,,1286,1639,2925,12/04/2008 12:00:00 AM
"St Johns Ave East, 1400 blk - East of Cameron Rd",,,2288,2609,4897,03/27/2003 12:00:00 AM
"St Johns Ave East, 500 blk - East of Duval St",,,4775,5042,9817,12/04/2008 12:00:00 AM
"St Johns Ave East, 500 blk - East of Duval St",,,6659,7467,14126,03/27/2003 12:00:00 AM
"St Johns Ave East, 800 blk -  East of IH35",,,4504,4322,8826,12/04/2008 12:00:00 AM
"St Johns Ave East, 800 blk -  East of IH35",,,6186,6381,12567,03/26/2003 12:00:00 AM
"St Johns Ave West, 600 blk - West of Guadalupe St",,,3430,3730,7160,12/04/2008 12:00:00 AM
