Contract ID #,Name,Developer/Owner,Unit Type,Development Program,Address,Zip Code,Council District,Contact Phone Number,Contact E-mail,Own/Rent,Total Units,Total Affordable Units,Status,Affordability Period Start Date,Affordability Period Start Year,Affordabilty Period,Affordability Period Expiration Date,Units at 30% MFI,Units at 40% MFI,Units at 50% MFI,Units at 60% MFI,Units at 65% MFI ,Units at 80% MFI,Market Rate Units,City Funding Amount,Approx. % of Funds Leveraged,Location 1,Lat,Long
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1785558370404, -97.7589580125249)",30.17855584,-97.75895801
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1781665236808, -97.7591190654656)",30.17816652,-97.75911907
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1785995539943, -97.7590955004681)",30.17859955,-97.7590955
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1781981699511, -97.7592362032805)",30.17819817,-97.7592362
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1782562174302, -97.7593559934249)",30.17825622,-97.75935599
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/20/09,2009,11,10/20/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1783553145903, -97.7595900755828)",30.17835531,-97.75959008
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1783080032807, -97.7594557224692)",30.178308,-97.75945572
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1783845994556, -97.7597279478825)",30.1783846,-97.75972795
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1784136055892, -97.759851962452)",30.17841361,-97.759851962452000000000000000000
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1784305448312, -97.7599763300987)",30.17843054,-97.75997633
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.178452321275, -97.760100537318)",30.178452321275000000000000000000,-97.760100537318000000000000000000
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1784619463881, -97.7602195283933)",30.17846195,-97.76021953
153,KAPASI,KAPASI,Single Family,SMART,3208 Merrie Lynn Avenue,78722,9,,,Rent,1,1,In Progress,,UNK,5,,0,0,0,0,0,1,0,N/A,N/A,"3208 Merrie Lynn Avenue(30.286187739276, -97.7125136859935)",30.286187739276000000000000000000,-97.71251369
94,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78721,1,,,Own,1,1,Completed,3/22/13,2013,10,3/22/23,0,0,0,0,0,1,0,"$62,500 ",0%,"Undisclosed(30.2743188557328, -97.6876910158642)",30.27431886,-97.68769102
94,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78721,1,,,Own,1,1,Completed,3/22/13,2013,10,3/22/23,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2742940946262, -97.6875921495356)",30.27429409,-97.68759215
95,Frameworks Community Development Corporation - SF,Frameworks Community Development Corporation,Single Family,A&D,Undisclosed,78744,2,512-385-1500,,Own,1,1,Completed,7/29/14,2014,,,0,0,0,0,0,1,0,"$525,000 ",0%,"Undisclosed(30.1948896678354, -97.755044263629)",30.19488967,-97.755044263629000000000000000000
95,Frameworks Community Development Corporation - SF,Frameworks Community Development Corporation,Single Family,A&D,Undisclosed,78744,2,512-385-1500,,Own,1,1,Completed,12/15/14,2014,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1883329598751, -97.7536813867794)",30.18833296,-97.75368139
95,Frameworks Community Development Corporation - SF,Frameworks Community Development Corporation,Single Family,A&D,Undisclosed,78617,2,512-385-1500,,Own,1,1,Completed,9/12/13,2013,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1727726966006, -97.6117852117839)",30.1727727,-97.61178521
96,Austin Revitalization Authority - SF,Austin Revitalization Authority,Single Family,A&D,Undisclosed,78702,1,,,Own,1,1,Completed,4/14/09,2009,,,0,0,0,0,0,1,0,"$120,000 ",0%,"Undisclosed(30.270221008109, -97.729332839638)",30.270221008109000000000000000000,-97.729332839638000000000000000000
97,Riverchase Apartments,Riverchase Associates,Multifamily,AHFC,2239 Cromwell Circle,78741,3,512-389-1335,,Rent,284,284,Completed,4/1/02,2002,35,4/1/37,0,0,0,0,0,56,228,"$8,600,000 ",UNK,"2239 Cromwell Circle(30.2284044521964, -97.7183836003216)",30.22840445,-97.7183836
98,Woodland Heights Apartments,Texas Council for Foundation of Social Resources,Multifamily,AHFC,8312 N IH 35,78753,4,512-835-1448,,Rent,288,251,Completed,5/20/97,1997,20,5/20/17,0,0,0,161,0,90,37,"$7,795,000 ",UNK,"8312 N IH 35(30.3466480249696, -97.6965679429415)",30.34664802,-97.69656794
99,Blunn Creek Apartments,Blunn Creek LTD,Multifamily,AHFC,607 Woodward Street,78704,3,512-326-8588,,Rent,280,274,Completed,8/28/01,2001,40,8/28/41,0,0,0,274,0,0,6,"$15,000,000 ",UNK,"607 Woodward Street(30.2257669971859, -97.7529689819867)",30.225767,-97.75296898
100,Riverside Meadows Apartments,Riverside Meadows LTD,Multifamily,AHFC,1601 Montopolis Drive,78741,3,512-385-9400,,Rent,240,237,Completed,12/1/01,2001,30,12/1/31,0,0,0,237,0,0,3,"$11,700,000 ",UNK,"1601 Montopolis Drive(30.2277182996685, -97.7011665701446)",30.2277183,-97.70116657
101,Rutland Place Apartments,San Antonio Alternative Housing Corporation,Multifamily,AHFC,1711 Rutland Drive,78758,4,512-837-0840,,Rent,294,276,Completed,12/1/98,1998,35,12/1/33,0,0,0,117,0,159,18,"$12,590,000 ",UNK,"1711 Rutland Drive(30.3752151221661, -97.7117396890835)",30.37521512,-97.71173969
102,Stony Creek Apartments,San Antonio Alternative Housing Corporation,Multifamily,AHFC,4911 Manchaca Road,78745,5,866-875-3660,,Rent,132,124,Completed,11/1/99,1999,33,11/1/32,0,0,0,52,0,72,8,"$9,660,000 ",UNK,"4911 Manchaca Road(30.2219647316627, -97.7926596045586)",30.22196473,-97.7926596
102,Wilshire West (Princeton Apts.),San Antonio Alternative Housing Corporation,Multifamily,AHFC,4411 Airport Boulevard,78745,9,512-467-9272,,Rent,90,84,Completed,11/1/99,1999,33,11/1/32,0,0,0,36,0,48,6,N/A,N/A,"4411 Airport Boulevard(30.3011693419415, -97.7133740292986)",30.30116934,-97.71337403
103,Village Green Apartments,Village Green Mutual Housing Corporation,Multifamily,AHFC,7224 Northeast Drive,78723,1,,,Rent,200,200,Completed,2/1/00,2000,35,2/1/35,0,0,0,80,0,120,0,"$6,500,000 ",UNK,"7224 Northeast Drive(30.3216138528759, -97.6800899933422)",30.32161385,-97.68008999
104,The Ivy,ESCT Austin Housing III,Multifamily,RHDA,3204 Manchaca Road,78704,5,512-879-1210,,Rent,10,10,Completed,2/15/13,2013,99,2/15/12,0,0,10,0,0,0,0,"$624,898 ",172%,"3204 Manchaca Road(30.2402757402636, -97.7826687601118)",30.24027574,-97.78266876
105,Sheldon 230,KB Homes,Single Family,SMART,8101 Salt Springs Drive,78744,2,,,Own,910,364,In Progress,,UNK,1,,0,0,0,0,0,364,546,N/A,N/A,"8101 Salt Springs Drive(30.1587491991928, -97.7454901550164)",30.1587492,-97.74549016
106,Scenic Point II,Austin Habitat for Humanity,Single Family,SMART,6403 Johnny Morris Road,78724,1,,,Own,67,67,In Progress,,UNK,1,,0,0,0,0,0,67,0,N/A,N/A,"6403 Johnny Morris Road(30.2976018860995, -97.6496528628764)",30.29760189,-97.64965286
107,Ashley Cove,Flex Realty,Single Family,SMART,Baker Street,78721,1,,,Own,1,0,In Progress,,UNK,1,,,,,,,,,N/A,N/A,"Baker Street(30.2826372264163, -97.6783517328961)",30.28263723,-97.67835173
108,Linden Lots,Esperanza Development Corporation,Single Family,SMART,Undisclosed,78702,3,,,Own,4,4,In Progress,,UNK,1,,0,0,0,0,0,4,0,N/A,N/A,"Undisclosed(30.2651357246132, -97.7052555359642)",30.26513572,-97.70525554
109,Plyler Resubdivision,UNK,Single Family,SMART,1022 E 7th Street,78702,1,,,Rent,1,1,In Progress,,UNK,5,,0,0,0,0,0,1,0,N/A,N/A,"1022 E 7th Street(30.2656947769372, -97.7304545389369)",30.26569478,-97.73045454
110,Villita Avenida Homes,American Youthworks,Single Family,SMART,6914 Villita Avenida,78741,3,512-744-1900,,Rent,4,4,Completed,2/11/15,2015,5,2/11/20,0,0,0,0,0,4,0,N/A,N/A,"6914 Villita Avenida(30.2304012644928, -97.690387859024)",30.23040126,-97.690387859024000000000000000000
111,Thornbury Subdivion,KB Homes,Single Family,SMART,11100 Harris Branch Parkway,78754,1,,,Own,485,194,In Progress,,UNK,1,,0,0,0,0,0,194,291,N/A,N/A,"11100 Harris Branch Parkway(30.3442658303276, -97.6139093019006)",30.34426583,-97.6139093
141,Clarksville Community Development Corporation,David Weekly Homes,Single Family,SMART,3917 Vaughan Street   ,78723,9,,,Own,128,32,In Progress,,UNK,1,,0,0,0,0,0,32,96,N/A,N/A,"3917 Vaughan Street(30.2918389685332, -97.6972523339616)",30.29183897,-97.69725233
142,The District at SoCO,UNK,Multifamily,SMART,501 E Oltorf Street,78704,9,512-326-2134,,Rent,215,22,Completed,10/12/12,2012,5,12/12/17,0,0,0,0,0,22,193,N/A,N/A,"501 E Oltorf Street(30.2370632451874, -97.7509663613164)",30.23706325,-97.75096636
143,Scenic Point II - Phase II,Austin Habitat for Humanity,Single Family,SMART,7613 Compass Drive,78724,1,,,Own,67,67,In Progress,,UNK,1,,0,0,0,0,0,67,0,N/A,N/A,"7613 Compass Drive(30.3105094361463, -97.6396552606034)",30.31050944,-97.63965526
144,RMMA,The Muskin Cummins LLP,Single Family,SMART,3800 Tillery Street,78702,3,,,Own,1,,In Progress,,UNK,1,,,,,,,,,N/A,N/A,"3800 Tillery Street(30.2630284508851, -97.7038613637142)",30.26302845,-97.70386136
145,WBP Apartments,Fort Creek Holdings LP,Multifamily,SMART,1114 Wells Branch Parkway,,7,,,Rent,240,240,In Progress,,UNK,5,,0,0,58,0,0,182,0,N/A,N/A,"1114 Wells Branch Parkway(30.4395306106351, -97.6599633117621)",30.43953061,-97.65996331
146,Rio Lado Apartments,"DMA Development Company, LLC",Multifamily,SMART,2989 E 51st Street,78723,1,,,Rent,128,128,In Progress,,UNK,5,,0,0,52,76,0,0,0,N/A,N/A,"2989 E 51st Street(30.2963943713899, -97.6843188473039)",30.29639437,-97.68431885
147,Springdale Apartments,Ryan Companies US INC.,Multifamily,SMART,5601 Springdale Road,78723,1,,,Rent,290,290,In Progress,,UNK,5,,0,0,0,290,0,0,0,N/A,N/A,"5601 Springdale Road(30.2989810707065, -97.6738898931607)",30.29898107,-97.67388989
148,RMMA VII-C Phase I,Standard Pacific of Texas,Single Family,SMART,1900 Tom Miller Street,78723,9,,,Rent,103,26,In Progress,,UNK,5,,0,0,0,0,0,26,77,N/A,N/A,"1900 Tom Miller Street(30.2939977232044, -97.7069296649483)",30.29399772,-97.70692966
149,RMMA,Muskin Company,Single Family,SMART,3012 Tom Miller Street,78723,9,,,Rent,3,1,In Progress,,UNK,5,,0,0,0,0,0,1,2,N/A,N/A,"3012 Tom Miller Street(30.290589298728, -97.6968545364911)",30.290589298728000000000000000000,-97.69685454
150,Austin Travis County Intergral Care,Austin Travis County Intergral Care,Multifamily,SMART,3000 Oak  Springs Drive,78702,1,,,Rent,50,50,In Progress,,UNK,5,,50,0,0,0,0,0,0,N/A,N/A,"3000 Oak Springs Drive(30.2735221853269, -97.7005660266436)",30.27352219,-97.70056603
151,Burnet Road Development,Freemont Holdings,Multifamily,SMART,8528 Burnet Road,78757,7,,,Rent,300,45,In Progress,,UNK,5,,0,0,0,0,0,45,255,N/A,N/A,"8528 Burnet Road(30.3674335332873, -97.7284406512222)",30.36743353,-97.72844065
152,Philips-Evans & Johnson,Philips-Evans & Johnson,Single Family,SMART,1215 Arthur Stiles Road,78721,3,,,Rent,1,1,In Progress,,UNK,5,,0,0,0,0,0,1,0,N/A,N/A,"1215 Arthur Stiles Road(30.2617249783709, -97.6772034670452)",30.26172498,-97.67720347
154,1817 W 10th Street,Clarksville Community Development Corporation,Single Family,SMART,1817 W 10th Street,78703,9,,,Rent,1,1,In Progress,,UNK,5,,0,0,0,0,0,1,0,N/A,N/A,"1817 W 10th Street(30.2813340253543, -97.7651195970221)",30.28133403,-97.7651196
155,Harris Branch Senior Apartments,LDG Multifamily LLC,Multifamily,SMART,12435 Dessau Road,78754,1,512-371-6498,,Rent,216,216,Completed,12/12/08,2008,5,12/12/17,0,0,0,0,0,216,0,N/A,N/A,"12435 Dessau Road(30.3888065941242, -97.6448819144268)",30.38880659,-97.64488191
156,Starpark Village,Ryan Companies,Multifamily,SMART,6725 Circle S Road,78745,2,,,Rent,184,184,In Progress,,UNK,5,,0,0,0,184,0,0,0,N/A,N/A,"6725 Circle S Road(30.1908445370978, -97.7778564092322)",30.19084454,-97.77785641
157,North End Apartments,Foundation Communities,Multifamily,SMART,13201 Burnet Road,78727,7,,,Rent,144,144,In Progress,,UNK,5,,14,0,72,58,0,0,0,N/A,N/A,"13201 Burnet Road(30.4313241485159, -97.6978590812736)",30.43132415,-97.69785908
158,Monarch at Lakeline Station,Mgroup,Multifamily,SMART,9821 N Lake Creek Parkway,78717,6,,,Rent,141,141,In Progress,,UNK,5,,14,0,56,71,0,0,0,N/A,N/A,"9821 N Lake Creek Parkway(30.469745802441, -97.7892396763201)",30.469745802441000000000000000000,-97.78923968
159,LaMadrid Apartments,LaMadrid Apartments LLC,Multifamily,SMART,10500 Manchaca Road,78748,,,,Rent,90,78,In Progress,,UNK,5,,8,0,32,38,0,0,12,N/A,N/A,"10500 Manchaca Road(30.1659001366289, -97.8283576485475)",30.16590014,-97.82835765
160,Cardinal Point Apartments,Foundation Communities,Multifamily,SMART,11011 Four Points Drive,78730,6,,,Rent,140,140,In Progress,,UNK,5,,14,0,70,56,0,0,0,N/A,N/A,"11011 Four Points Drive(30.3990768259772, -97.8457707088684)",30.39907683,-97.84577071
161,Merritt Cornerstone Apartments,DDC Merritt Cornerstone LTD,Multifamily,SMART,4500 W Howard Lane,78728,7,,,Rent,200,200,In Progress,,UNK,5,,13,0,50,41,0,96,0,N/A,N/A,"4500 W Howard Lane(30.4451921842269, -97.7093286482156)",30.44519218,-97.70932865
162,Azul 620,Austin DMA Housing II,Multifamily,SMART,11411 N Ranch Road 620,78726,6,,,Rent,120,110,In Progress,,UNK,5,,11,0,44,35,0,20,10,N/A,N/A,,#VALUE!,#VALUE!
164,Enfield Gardens,Enfield Gardens LLC,Multifamily,SMART,2300 Enfield Road,78726,10,,,Rent,36,4,In Progress,,UNK,5,,0,0,0,0,0,4,32,N/A,N/A,"2300 Enfield Road(30.2880687055882, -97.767135054569)",30.28806871,-97.767135054569000000000000000000
165,Spire,Spire East 5th LLC,Multifamily,SMART,501 Waller Street,78702,3,,,Rent,264,26,In Progress,,UNK,5,,27,0,39,0,0,0,198,N/A,N/A,"501 Waller Street(30.2635057530062, -97.730774344722)",30.26350575,-97.730774344722000000000000000000
166,Mueller Redevelopment - Garden Homes,Muskins Company,Single Family,SMART,1917 Zach Scott Street,,,,,Rent,6,2,In Progress,,UNK,5,,0,0,0,0,0,2,6,N/A,N/A,"1917 Zach Scott Street(30.293979532294, -97.7063829307639)",30.293979532294000000000000000000,-97.70638293
167,Mueller Redevelopment - Tillery Street,Muskins Company,Single Family,SMART,UNK,,,,,Rent,1,,In Progress,,UNK,5,,,,,,,,,N/A,N/A,,#VALUE!,#VALUE!
168,SAMdorosa,SAMdorosa LLC,Multifamily,SMART,6700 Manchaca Road,78745,5,,,Rent,2,2,In Progress,,UNK,5,,0,0,0,0,0,2,0,N/A,N/A,"6700 Manchaca Road(30.2063876421874, -97.8068695422754)",30.20638764,-97.80686954
169,Texan West Campus ,American Campus Communities,Multifamily,UNO,2616 San Pedro Street,78705,9,512-478-9811,,Rent,62,6,Completed,9/2/05,2005,15,9/2/20,0,0,0,0,0,6,56,N/A,N/A,"2616 San Pedro Street(30.2923339080328, -97.7457267629153)",30.29233391,-97.74572676
170,Â Quarters at Sterling ,UNK,Multifamily,UNO,709 W 22nd Street,78705,9,512-531-0123,,Rent,100,10,Completed,8/15/06,2006,15,8/15/21,0,0,0,0,0,10,90,N/A,N/A,"709 W 22nd Street(30.2849862122157, -97.7459643960633)",30.28498621,-97.7459644
171,Â Jefferson West Campus ,Greystar Student Living,Multifamily,UNO,2704 Rio Grande Street,78705,9,512-236-1903,,Rent,76,8,Completed,8/6/10,2010,15,8/6/25,0,0,0,0,0,8,68,N/A,N/A,"2704 Rio Grande Street(30.2929610272008, -97.7445438848349)",30.29296103,-97.74454388
172,Quarters at Cameron,UNK,Multifamily,UNO,2707 Rio Grande Street,78705,9,512-531-0123,,Rent,64,6,Completed,7/13/06,2006,15,7/13/21,0,0,0,0,0,6,56,N/A,N/A,"2707 Rio Grande Street(30.292392736346, -97.7439141695708)",30.292392736346000000000000000000,-97.74391417
173,Quarters at Montgomery,UNK,Multifamily,UNO,2700 Nueces Street,78705,9,512-531-0123,,Rent,88,9,Completed,7/28/06,2006,15,7/28/21,0,0,0,0,0,9,79,N/A,N/A,"2700 Nueces Street(30.2920704003102, -97.7432066152494)",30.2920704,-97.74320662
174,Texan Tower,Ely Properties,Multifamily,UNO,2505 San Gabriel Street,78705,9,512-476-1976,,Rent,74,7,Completed,11/7/08,2008,15,11/7/23,0,0,0,0,0,7,67,N/A,N/A,"2505 San Gabriel Street(30.2901088028752, -97.7473990250448)",30.2901088,-97.74739903
175,CWS Block Pearl North,American Campus Communities,Multifamily,UNO,2208 Pearl Street,78705,9,512-472-2562,,Rent,47,5,Completed,12/18/08,2008,15,12/18/23,0,0,0,0,0,5,42,N/A,N/A,"2208 Pearl Street(30.2860635924108, -97.7466341483156)",30.28606359,-97.74663415
176,CWS Block Pearl South,American Campus Communities,Multifamily,UNO,2200 Pearl Street,78705,9,512-472-2562,,Rent,47,5,Completed,12/15/08,2008,15,12/15/23,0,0,0,0,0,5,42,N/A,N/A,"2200 Pearl Street(30.2856298709677, -97.7467094702945)",30.28562987,-97.74670947
177,CWS Block at 28th,American Campus Communities,Multifamily,UNO,701 W 28th Street,78705,9,512-472-2562,,Rent,101,10,Completed,11/6/08,2008,15,11/6/23,0,0,0,0,0,10,91,N/A,N/A,"701 W 28th Street(30.2932773608244, -97.7446332063935)",30.29327736,-97.74463321
178,Texas Shoal Creek ,Ely Properties,Multifamily,UNO,2502 Leon Street,78705,9,512-476-1976,,Rent,79,8,Completed,12/31/08,2008,15,12/31/23,0,0,0,0,0,8,71,N/A,N/A,"2502 Leon Street(30.2898505758531, -97.7494596108765)",30.28985058,-97.74945961
179,Texan at Pearl,Ely Properties,Multifamily,UNO,2515 Pearl Street,78705,9,512-476-1976,,Rent,78,8,Completed,10/15/08,2008,15,10/15/23,0,0,0,0,0,8,70,N/A,N/A,"2515 Pearl Street(30.2906494489182, -97.7462507347869)",30.29064945,-97.74625073
180,Quarters at Grayson; ,UNK,Multifamily,UNO,714 W 22nd Street,78705,9,512-531-0123,,Rent,100,10,Completed,10/23/08,2008,15,10/23/23,0,0,0,0,0,10,90,N/A,N/A,"714 W 22nd Street(30.2855074737524, -97.7463085316981)",30.28550747,-97.74630853
181,Quarters at Nueces,UNK,Multifamily,UNO,2300 Nueces Street,78705,9,512-531-0123,,Rent,232,23,Completed,10/28/08,2008,15,10/28/23,0,0,0,0,0,23,209,N/A,N/A,"2300 Nueces Street(30.2867917657679, -97.7439044793423)",30.28679177,-97.74390448
182,University Garden (Karnes),UNK,Multifamily,UNO,2222 Rio Grande Street,78705,9,512-476-4992,,Rent,12,1,Completed,11/17/08,2008,15,11/17/23,0,0,0,0,0,1,11,N/A,N/A,"2222 Rio Grande Street(30.2868533633147, -97.7450112172395)",30.28685336,-97.74501122
183,Jefferson at 26th,American Campus Communities,Multifamily,UNO,600 W 26th Street,78705,9,512-477-3400,,Rent,364,36,Completed,10/9/08,2008,15,10/9/23,0,0,0,0,0,36,328,N/A,N/A,"600 W 26th Street(30.2911102238676, -97.7434636763484)",30.29111022,-97.74346368
184,Block at Leon,American Campus Communities,Multifamily,UNO,2510  Leon Street,78705,9,512-472-2562,,Rent,133,13,Completed,2/9/09,2009,15,2/9/24,0,0,13,0,0,0,120,N/A,N/A,"2510 Leon Street(30.2905186122491, -97.7494448965295)",30.29051861,-97.7494449
185,CWS Block on 25th (West);  ,American Campus Communities,Multifamily,UNO,2501 Pearl Street,78705,9,512-472-2562,,Rent,80,8,Completed,10/10/08,2008,15,10/10/23,0,0,0,0,0,8,72,N/A,N/A,"2501 Pearl Street(30.2895845545353, -97.7462254006299)",30.28958455,-97.7462254
186,CWS Block on 25th (East),American Campus Communities,Multifamily,UNO,702 W 25th Street,78705,9,512-472-2562,,Rent,87,9,Completed,10/17/08,2008,15,10/17/23,0,0,0,0,0,9,78,N/A,N/A,"702 W 25th Street(30.2895795271056, -97.7451590885061)",30.28957953,-97.74515909
187,CWS Block on Rio Grande,American Campus Communities,Multifamily,UNO,2819 Rio Grande Street,78705,9,512-472-2562,,Rent,87,9,Completed,10/6/08,2008,15,10/6/23,0,0,0,0,9,9,69,N/A,N/A,"2819 Rio Grande Street(30.2950720832625, -97.7436671748325)",30.29507208,-97.74366717
188,CWS Block on 23rd,American Campus Communities,Multifamily,UNO,2222 Pearl Street,78705,9,512-472-2562,,Rent,92,9,Completed,10/10/08,2008,15,10/10/23,0,0,0,0,0,9,83,N/A,N/A,"2222 Pearl Street(30.2870613453943, -97.7467137347619)",30.28706135,-97.74671373
189,Galileo (Cambridge),UNK,Multifamily,UNO,910 W 25th Street,78705,9,512-730-0328,info@galileoat25.com,Rent,45,5,Completed,10/22/08,2008,15,10/22/23,0,0,0,0,0,5,40,N/A,N/A,"910 W 25th Street(30.2896399945585, -97.7473493413822)",30.28963999,-97.74734934
190,21 Rio,Property Solutions International,Multifamily,UNO,2101 Rio Grande Street,78705,9,512-355-6688,,Rent,158,16,Completed,8/28/09,2009,15,8/28/24,0,0,0,0,0,16,142,N/A,N/A,"2101 Rio Grande Street(30.2842161992591, -97.7447427658064)",30.2842162,-97.74474277
191,Vintage (22nd 1/2),American Campus Communities,Multifamily,UNO,904 W 22nd Street,78705,9,512-478-9811,,Rent,176,7,Completed,12/23/08,2008,15,12/23/23,0,0,0,0,0,7,169,N/A,N/A,"904 W 22nd Street(30.2856166846052, -97.7470168462638)",30.28561668,-97.74701685
192,Grand Marc at 26th,UNK,Multifamily,UNO,510 W 26th Street ,78705,9,512-482-8320,info@grandmarcaustin.com,Rent,138,14,Completed,8/14/09,2009,15,8/14/24,0,0,0,0,0,14,124,N/A,N/A,"510 W 26th Street(30.2909986770952, -97.7425713474858)",30.29099868,-97.74257135
193,2608 Salado ,UNK,Multifamily,UNO,2608 Salado Street,78705,9,512-897-0009,,Rent,7,1,Completed,1/18/13,2013,15,1/18/28,0,0,0,0,0,1,6,N/A,N/A,"2608 Salado Street(30.2916194866166, -97.7455282802996)",30.29161949,-97.74552828
194,Ellora ,UNK,Multifamily,UNO,908 W 21st Street,78705,9,512-808-7292,titanMX12@gmail.com,Rent,23,2,Completed,8/31/11,2011,15,12/13/26,0,0,0,2,0,0,21,N/A,N/A,"908 W 21st Street(30.2849807633777, -97.7474658943748)",30.28498076,-97.74746589
195,Longhorn Lux ,Fairway,Multifamily,UNO,2401 Longview Street,78705,9,512-320-4523,,Rent,70,7,Completed,12/13/12,2012,15,12/13/27,0,0,0,0,0,7,63,N/A,N/A,"2401 Longview Street(30.2886898539304, -97.750486412531)",30.28868985,-97.750486412531000000000000000000
196,Axis West campus ,UNK,Multifamily,UNO,2505 Longview Street,78705,9,512-961-8999,westaustin@tpco.com,Rent,167,34,Completed,11/30/12,2012,15,11/30/27,0,0,17,0,0,17,133,N/A,N/A,"2505 Longview Street(30.2900669818974, -97.7502350368063)",30.29006698,-97.75023504
197,San Pedro Flats,UNK,Multifamily,UNO,2708 San Pedro Street,78705,9,,,Rent,10,1,Completed,9/12/12,2012,15,9/12/27,0,0,0,0,0,1,9,N/A,N/A,"2708 San Pedro Street(30.2931524415826, -97.7459871438818)",30.29315244,-97.74598714
198,Quarters at Bandera,UNK,Multifamily,UNO,2215 Rio Grande Street,78705,9,512-537-4433,,Rent,156,16,Completed,2/5/14,2014,40,2/5/54,0,0,0,0,0,16,140,N/A,N/A,"2215 Rio Grande Street(30.2864511210888, -97.7446130450185)",30.28645112,-97.74461305
199,21 Pearl,Lee Properties,Multifamily,UNO,911 W 21st Street,78705,9,512-906-0383,info@ut21pearl.com,Rent,136,28,Completed,1/31/14,2014,15,1/31/29,0,0,0,0,14,14,108,N/A,N/A,"911 W 21st Street(30.2846846204242, -97.7474614704892)",30.28468462,-97.74746147
200,Woolridge Hall,EDR Development LLC,Multifamily,UNO,2400 Nueces Street,78705,9,512-651-1139,,Rent,304,31,Completed,1/16/14,2014,15,1/16/29,0,0,0,0,0,31,273,N/A,N/A,"2400 Nueces Street(30.2882157993576, -97.7434383723285)",30.2882158,-97.74343837
201,Calloway House,American Campus Communities,Multifamily,UNO,505 W 22nd Street,78705,9,512-582-0200,,Rent,219,22,Completed,11/20/13,2013,15,11/20/28,0,0,0,0,0,22,197,N/A,N/A,"505 W 22nd Street(30.2849411232767, -97.7434209056653)",30.28494112,-97.74342091
